word,synonyms,Kannada,English,Hindi
मातरिश्वन्,वायु श्वसन स्पर्शन मातरिश्वन् सदागति पृषदश्व गन्धवह गन्धवाह अनिल आशुग समीर मारुत मरुत् जगत्प्राण समीरण नभस्वत् वात पवन पवमान प्रभञ्जन प्रकम्पन अतिबल,ವಾಯು,Vayu (wind),वायु
सदागति,वायु श्वसन स्पर्शन मातरिश्वन् सदागति पृषदश्व गन्धवह गन्धवाह अनिल आशुग समीर मारुत मरुत् जगत्प्राण समीरण नभस्वत् वात पवन पवमान प्रभञ्जन प्रकम्पन अतिबल,ವಾಯು,Vayu (wind),वायु
पृषदश्व,वायु श्वसन स्पर्शन मातरिश्वन् सदागति पृषदश्व गन्धवह गन्धवाह अनिल आशुग समीर मारुत मरुत् जगत्प्राण समीरण नभस्वत् वात पवन पवमान प्रभञ्जन प्रकम्पन अतिबल,ವಾಯು,Vayu (wind),वायु
गन्धवह,घ्राण गन्धवहा घोणा नासा नासिका,ಮೂಗು,Nose,नासिका
गन्धवाह,वायु श्वसन स्पर्शन मातरिश्वन् सदागति पृषदश्व गन्धवह गन्धवाह अनिल आशुग समीर मारुत मरुत् जगत्प्राण समीरण नभस्वत् वात पवन पवमान प्रभञ्जन प्रकम्पन अतिबल,ವಾಯು,Vayu (wind),वायु
आशुग,पृषत्क बाण विशिख अजिह्मग खग आशुग कलम्ब मार्गण शर पत्रिन् रोप इषु,None,None,None
समीर,समीरण मरुवक प्रस्थपुष्प फणिज्जक जम्बीर,ಮರುಗ,The mind plant (Mentha),मरुवा
मारुत,वायु श्वसन स्पर्शन मातरिश्वन् सदागति पृषदश्व गन्धवह गन्धवाह अनिल आशुग समीर मारुत मरुत् जगत्प्राण समीरण नभस्वत् वात पवन पवमान प्रभञ्जन प्रकम्पन अतिबल,ವಾಯು,Vayu (wind),वायु
मरुत्,मरुत्,ಅಷ್ಟದಿಕ್ಪಾಲಕರಲ್ಲಿ ಒಬ್ಬ,one of the eight regents of the cardinal points,मरुत
जगत्प्राण,वायु श्वसन स्पर्शन मातरिश्वन् सदागति पृषदश्व गन्धवह गन्धवाह अनिल आशुग समीर मारुत मरुत् जगत्प्राण समीरण नभस्वत् वात पवन पवमान प्रभञ्जन प्रकम्पन अतिबल,ವಾಯು,Vayu (wind),वायु
समीरण,समीरण मरुवक प्रस्थपुष्प फणिज्जक जम्बीर,ಮರುಗ,The mind plant (Mentha),मरुवा
नभस्वत्,वायु श्वसन स्पर्शन मातरिश्वन् सदागति पृषदश्व गन्धवह गन्धवाह अनिल आशुग समीर मारुत मरुत् जगत्प्राण समीरण नभस्वत् वात पवन पवमान प्रभञ्जन प्रकम्पन अतिबल,ವಾಯು,Vayu (wind),वायु
वात,वातक शीतल,ಸಿಡಿಲೊಲ್ಲದ ಗಿಡ,The Coronilla sesban,पटुआ
पवन,निष्पाव पवन पव,None,None,None
पवमान,वायु श्वसन स्पर्शन मातरिश्वन् सदागति पृषदश्व गन्धवह गन्धवाह अनिल आशुग समीर मारुत मरुत् जगत्प्राण समीरण नभस्वत् वात पवन पवमान प्रभञ्जन प्रकम्पन अतिबल,ವಾಯು,Vayu (wind),वायु
प्रभञ्जन,वायु श्वसन स्पर्शन मातरिश्वन् सदागति पृषदश्व गन्धवह गन्धवाह अनिल आशुग समीर मारुत मरुत् जगत्प्राण समीरण नभस्वत् वात पवन पवमान प्रभञ्जन प्रकम्पन अतिबल,ವಾಯು,Vayu (wind),वायु
